result_id,chembl_id,smiles,gene_name,vina_score,MW,LogP,TPSA,HBA,HBD,QED,Lipinski_Pass
4630,CHEMBL6356,Nc1cc[n+](Cc2ccc3c(c2)Cc2cc(C[n+]4ccc(N)c5ccccc54)ccc2-3)c2ccccc12,MUSK,-10.066,480.6150000000002,5.400200000000004,59.8,2,2,0.3315101304953762,False
4764,CHEMBL6293,O=c1cnn(-c2ccc(-c3ccc4oc5ccc(Cl)cc5c(=O)c4c3)cc2)c(=O)[nH]1,LRP4,-9.941,417.8080000000001,3.5008000000000026,97.95999999999998,5,1,0.4431526523852541,True
4726,CHEMBL6356,Nc1cc[n+](Cc2ccc3c(c2)Cc2cc(C[n+]4ccc(N)c5ccccc54)ccc2-3)c2ccccc12,LRP4,-9.413,480.6150000000002,5.400200000000004,59.8,2,2,0.3315101304953762,False
4471,CHEMBL21333,CC(=O)OC1=CC=[N+](C)C=C1,CHRNA1,-9.32,152.173,0.4363999999999999,30.18,2,0,0.43140217503244743,True
4509,CHEMBL21333,CC(=O)OC1=CC=[N+](C)C=C1,CHRNA1,-9.175,152.173,0.4363999999999999,30.18,2,0,0.43140217503244743,True
4728,CHEMBL429017,Nc1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,LRP4,-9.161,496.6580000000002,5.614200000000005,59.8,2,2,0.28216875972997674,False
4667,CHEMBL6293,O=c1cnn(-c2ccc(-c3ccc4oc5ccc(Cl)cc5c(=O)c4c3)cc2)c(=O)[nH]1,MUSK,-9.081,417.8080000000001,3.5008000000000026,97.95999999999998,5,1,0.4431526523852541,True
4638,CHEMBL6315,Nc1cc[n+](Cc2ccc(Cc3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,MUSK,-8.998,482.6310000000002,5.419800000000004,59.8,2,2,0.3115482793439012,False
4725,CHEMBL6354,Nc1cc[n+](Cc2cccc(-c3cccc(C[n+]4ccc(N)c5ccccc54)c3)c2)c2ccccc12,LRP4,-8.993,468.6040000000002,5.496000000000005,59.8,2,2,0.32852242268206505,False
4474,CHEMBL1200640,CC[N+](C)(C)c1ccc(O)cc1,CHRNA1,-8.97,166.244,1.979,20.23,1,1,0.6659702056085908,True
4729,CHEMBL6361,Nc1cc[n+](Cc2ccc(/C=C\c3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,LRP4,-8.942,494.6420000000002,5.999400000000005,59.8,2,2,0.22040047028620113,False
4707,CHEMBL267864,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1,LRP4,-8.925,341.754,2.113619999999999,84.82,4,1,0.7393377454162021,True
4629,CHEMBL6354,Nc1cc[n+](Cc2cccc(-c3cccc(C[n+]4ccc(N)c5ccccc54)c3)c2)c2ccccc12,MUSK,-8.844,468.6040000000002,5.496000000000005,59.8,2,2,0.32852242268206505,False
4783,CHEMBL6343,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(NC(=O)CBr)cc4)CC3)nc(N)c2cc1OC,LRP4,-8.825,555.4330000000002,2.9246000000000008,122.91000000000001,8,2,0.33726252291428965,False
4730,CHEMBL269729,Nc1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,LRP4,-8.814,468.60400000000016,5.496000000000004,59.8,2,2,0.3285224226820652,False
4631,CHEMBL429017,Nc1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,MUSK,-8.729,496.6580000000002,5.614200000000005,59.8,2,2,0.28216875972997674,False
4773,CHEMBL6323,COc1cc2nc(N3CCN(C(=O)c4ccc5ccccc5c4)CC3)nc(N)c2cc1OC,LRP4,-8.579,443.5070000000003,3.344800000000001,93.81,7,1,0.516940137055105,True
4779,CHEMBL6365,O=c1oc2ccccc2c2cc(O)c(O)cc12,LRP4,-8.565,228.20299999999997,2.357400000000001,70.67,4,2,0.35176570260283047,True
4534,CHEMBL6356,Nc1cc[n+](Cc2ccc3c(c2)Cc2cc(C[n+]4ccc(N)c5ccccc54)ccc2-3)c2ccccc12,CHRNA1,-8.521,480.6150000000002,5.400200000000004,59.8,2,2,0.3315101304953762,False
4481,CHEMBL25,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CC(=O)C4=O,MUSK,-8.47,300.398,3.2664000000000017,51.21,3,0,0.6451648577416613,True
4734,CHEMBL6315,Nc1cc[n+](Cc2ccc(Cc3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,LRP4,-8.456,482.6310000000002,5.419800000000004,59.8,2,2,0.3115482793439012,False
4739,CHEMBL6351,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(Cl)cc4)CC3)nc(N)c2cc1OC,LRP4,-8.454,453.93000000000023,3.244600000000001,93.81,7,1,0.592397234266522,True
4763,CHEMBL6290,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(Br)cc4)CC3)nc(N)c2cc1OC,LRP4,-8.449,498.38100000000026,3.353700000000001,93.81,7,1,0.5396173084099449,True
4733,CHEMBL6348,COc1cc2nc(N3CCN(C(=O)/C=C/c4cccc(F)c4)CC3)nc(N)c2cc1OC,LRP4,-8.415,437.47500000000025,2.7303000000000006,93.81,7,1,0.6136131452511382,True
4472,CHEMBL21333,CC(=O)OC1=CC=[N+](C)C=C1,MUSK,-8.38,152.173,0.4363999999999999,30.18,2,0,0.43140217503244743,True
4703,CHEMBL6328,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(C#N)cc1,LRP4,-8.365,332.3190000000001,1.3318999999999996,108.60999999999999,5,1,0.7278937002843401,True
